Key,中文
Key,Chinese
UNKOWN_BODY_POSE,未知
NOT_STAND_ONTO,请站到脚垫上
WALK,行走
RUN,快跑
TIPTOE,垫脚尖行走
JUMP,跳跃
JUMP_WITH_LEFT,左脚单脚跳
JUMP_WITH_RIGHT,右脚单脚跳
LEAN_FRONT,前倾
LEAN_BACK,后仰
LEAN_LEFT,左倾
LEAN_RIGHT,右倾
STAND_STILL,静止站立
STAND_ON_LEFT,左脚站立
STAND_ON_RIGHT,右脚站立
TURN_LEFT,左转
TURN_RIGHT,右转
